ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
123-55-0434|3539136817203132|James|Reed|M|620 Barbara Roads|Duluth|GA|30097|34.026|-84.147|103980|Radio producer|1998-08-18|273950593574|adults_2550_male_urban.json
131-93-6120|3533222739389922|April|Cox|F|353 Jeremy Meadow Apt. 850|Beaverton|OR|97008|45.456|-122.7996|183865|Psychotherapist, child|1966-09-14|100489762211|adults_50up_female_urban.json
565-59-0747|213169718236017|Adrian|Martinez|M|58388 Janice Walks Suite 648|Prospect|TN|38477|35.0666|-87.0174|2766|Further education lecturer|2004-08-31|445728917258|young_adults_male_urban.json
206-42-7252|4233222801944258926|Michelle|Ortega|F|56062 Clark Shoal|Stinnett|TX|79083|35.8377|-101.45|2661|Artist|1941-04-12|429068169930|adults_50up_female_urban.json
854-82-7845|4180467413072|Maureen|Perez|F|85201 Kim Extensions Suite 084|Orosi|CA|93647|36.5464|-119.2815|11874|Oceanographer|1998-03-29|628049797511|adults_2550_female_urban.json
485-85-5987|6011547055491215|Isabella|Patterson|F|19556 Smith Skyway Apt. 969|Milwaukee|WI|53207|42.9751|-87.8947|817312|Engineer, mining|1974-07-02|354725363111|adults_50up_female_urban.json
561-64-5862|4702042620197124|Monica|Davis|F|39369 Ford Port Suite 609|Chicago|IL|60610|41.9033|-87.6336|2680484|Scientist, research (medical)|1973-05-05|238261448744|adults_50up_female_urban.json
169-55-8038|30319227607593|Tracey|Nichols|F|865 Mary Fords Suite 319|Fargo|ND|58103|46.8564|-96.8123|107957|Chemist, analytical|1993-07-11|848814237549|adults_2550_female_urban.json
337-40-3087|676195231201|Caitlin|Willis|F|57644 Marsh Haven Suite 000|Brighton|CO|80601|39.943|-104.7866|73471|Counselling psychologist|1980-01-02|509216744594|adults_2550_female_urban.json
314-40-8926|4764979741636560|Melissa|Johnson|F|06355 Thomas Camp Suite 496|Yucaipa|CA|92399|34.0282|-117.0489|52606|Warehouse manager|1963-06-17|483030933134|adults_50up_female_urban.json
113-82-9265|4296353059702553|Ashley|Rice|F|3643 Melissa Ridges Suite 898|Mount Vernon|NY|10553|40.9086|-73.8221|67100|Teacher, early years/pre|1930-09-09|368351215828|adults_50up_female_urban.json
403-45-4616|6534544344149165|Laura|Munoz|F|344 Mitchell Ports|New Britain|CT|06051|41.6667|-72.7722|73240|Geophysicist/field seismologist|2000-10-24|450443600473|young_adults_female_urban.json
018-68-9198|4309586297398891|Shannon|Nelson|F|10972 Hayley Crescent|Los Lunas|NM|87031|34.7806|-106.7115|44075|Quality manager|1954-12-22|50516046922|adults_50up_female_urban.json
335-39-8497|344655792203008|Elizabeth|Knight|F|1293 Mackenzie Divide Suite 121|Houston|TX|77035|29.6518|-95.4854|2906700|Engineer, electronics|1975-04-17|952339586335|adults_50up_female_urban.json
342-51-5837|180035957086190|Lisa|Blackburn|F|584 Jordan Islands Suite 631|Salt Lake City|UT|84123|40.6596|-111.9193|594043|Buyer, industrial|1960-09-13|603623464456|adults_50up_female_urban.json
050-27-4860|4622033474246312|Alicia|Hall|F|968 Harrington Plains Apt. 085|Floresville|TX|78114|29.1693|-98.1936|20103|Counsellor|1974-08-15|947336988818|adults_50up_female_urban.json
391-97-9545|503817741740|Cole|Johnson|M|0238 Valentine Estates|Royersford|PA|19468|40.2075|-75.5329|25536|Designer, television/film set|2000-07-18|617681008302|young_adults_male_urban.json
288-55-6404|347523328293025|Alan|Rivera|M|30303 Jon Mountain|Chandler|AZ|85225|33.3105|-111.8239|255641|Prison officer|1968-09-26|803449743035|adults_50up_male_urban.json
126-86-7009|30507627995531|Stephanie|Brown|F|530 Shelly Extensions Apt. 984|Waynesboro|TN|38485|35.322|-87.7395|6502|Ranger/warden|1996-07-22|258430876528|adults_2550_female_urban.json
222-35-2160|503884719017|Jesse|Martin|M|240 Brown Via|Cohasset|MA|02025|42.2395|-70.8128|7542|Patent attorney|2004-12-26|914468510164|young_adults_male_urban.json
677-70-7579|3577546199240655|Margaret|Perez|F|72581 Eric Rapid Apt. 956|Puyallup|WA|98372|47.2042|-122.2734|129412|Nurse, mental health|1958-10-23|587372208833|adults_50up_female_urban.json
730-33-8309|3537337912121102|Bryan|Ellis|M|58690 Shawn Causeway|San Diego|CA|92126|32.9161|-117.1402|1241364|Radio producer|1931-08-02|761460541709|adults_50up_male_urban.json
818-81-3696|3551999452951718|Carrie|Thomas|F|4338 White Brooks Suite 422|Wittenberg|WI|54499|44.8232|-89.1665|3223|Clinical scientist, histocompatibility and immunogenetics|1968-03-24|194887063687|adults_50up_female_urban.json
696-42-4271|3533083344470485|Sara|Porter|F|47020 Austin Lane Suite 195|Newport News|VA|23606|37.0768|-76.4967|179275|Energy manager|1950-10-27|750708841892|adults_50up_female_urban.json
509-33-2977|6532956342777528|Caitlin|Howard|F|61658 Donald Rapids|Harvey|IL|60426|41.6103|-87.6534|29594|Contractor|1976-04-01|717378839581|adults_2550_female_urban.json
587-93-2584|4115630295596363|David|Barnett|M|629 Beck Falls|Germantown|MD|20874|39.1355|-77.2822|82863|Archivist|1952-07-20|414169986141|adults_50up_male_urban.json
344-85-4247|3585133138004987|Sarah|Walker|F|12212 Nathan Hill|San Ysidro|CA|92173|32.5626|-117.043|29429|Sales promotion account executive|1998-08-02|124053412068|adults_2550_female_urban.json
382-69-2518|6587640191854885|Amy|Parker|F|00629 Ramos Pine Suite 358|New Iberia|LA|70563|30.0245|-91.7496|60524|Land|1936-03-13|810786481620|adults_50up_female_urban.json
654-52-4617|6519623421926221|Angela|White|F|104 Cheryl Place Apt. 147|South Orange|NJ|07079|40.7465|-74.2575|16316|Sales promotion account executive|1975-03-11|970306283693|adults_50up_female_urban.json
792-90-1834|2597269999498120|Jose|Gonzalez|M|36660 Jasmin Circle|Page|AZ|86040|36.9108|-111.502|10283|Accountant, chartered public finance|1994-05-04|821183609992|adults_2550_male_urban.json
553-44-3169|180031050524385|Stephanie|Pierce|F|8269 Donna Port|Houston|TX|77086|29.9227|-95.4939|2906700|Veterinary surgeon|1982-06-27|64692720575|adults_2550_female_urban.json
408-69-7082|4633283896337614|Jonathan|Reid|M|67136 Sanford Coves Apt. 132|Leander|TX|78641|30.5835|-97.8575|54068|Risk analyst|1993-05-08|175196448812|adults_2550_male_urban.json
232-92-9975|4883527918750676|Johnny|Davis|M|5920 Melissa Via|Huntsville|AL|35802|34.6679|-86.5603|190178|Geographical information systems officer|1963-11-04|847170970224|adults_50up_male_urban.json
637-17-7653|3561781596983841|Gregory|Jimenez|M|266 Dominguez View|Lancaster|TX|75146|32.5914|-96.7728|38269|Oceanographer|1981-07-21|423199734525|adults_2550_male_urban.json
627-46-9417|5557349899255399|Denise|Graham|F|4299 Sean Road|New York City|NY|10023|40.7764|-73.9827|1577385|Public relations officer|1948-10-23|838131597812|adults_50up_female_urban.json
422-55-9671|4799670808974748590|Samuel|Mitchell|M|83984 Robert Gardens Suite 785|Winfield|IA|52659|41.1257|-91.4379|1553|Engineer, maintenance|1965-01-02|804871150347|adults_50up_male_rural.json
550-69-1751|6598044509286053|Traci|Wilson|F|62706 Roberts Rapids|Marlton|NJ|08053|39.8845|-74.9067|45538|Biochemist, clinical|1992-10-14|923495613849|adults_2550_female_urban.json
184-35-8760|4813088983057488391|Kurt|Wells|M|563 Edward Mission|Westport|CT|06880|41.1434|-73.3496|26647|Metallurgist|2006-07-10|16815649835|young_adults_male_urban.json
001-28-0753|4661995305641840|Randall|Lee|M|467 Wayne Neck Apt. 187|Tarzana|CA|91356|34.1671|-118.5414|29458|Designer, television/film set|1935-08-10|963852703688|adults_50up_male_urban.json
823-05-0512|2236510344442991|Todd|Long|M|568 Cardenas Landing Apt. 406|Tampa|FL|33647|28.1147|-82.3678|717255|Curator|1954-11-13|858080338124|adults_50up_male_urban.json
120-42-5640|3572562221905335|Tara|Holland|F|0474 Lester Hollow Suite 559|Waterloo|IA|50703|42.5149|-92.3269|70157|Environmental health practitioner|1953-04-15|479321710054|adults_50up_female_urban.json
175-13-3798|213150712455316|Christopher|Poole|M|36221 Sarah Tunnel|Brockton|MA|02302|42.0848|-71.0002|93766|Public house manager|2001-02-06|703424593812|young_adults_male_urban.json
649-60-8105|4488395855852296|Mary|Jackson|F|51618 Burns Ridges Apt. 710|Madison|AL|35757|34.7782|-86.7442|63731|Legal secretary|1950-11-14|59769782577|adults_50up_female_urban.json
873-82-0773|379147744735350|Raymond|Evans|M|71594 Gonzalez Highway Apt. 053|Ottawa|KS|66067|38.6142|-95.2745|16170|Records manager|1981-01-01|586308326799|adults_2550_male_urban.json
228-25-2045|213161133892607|Kayla|Hunter|F|152 Daniels Flat|North Hollywood|CA|91601|34.1687|-118.3713|155954|Acupuncturist|1996-01-11|907463200274|adults_2550_female_urban.json
446-24-5177|4521746535378012|Kayla|Boyer|F|7344 Crawford Street Suite 762|Ozark|MO|65721|37.0169|-93.2022|28550|Therapist, drama|1996-11-17|437266635416|adults_2550_female_urban.json
067-40-3678|4299946645094|Kevin|Willis|M|010 Castillo Ports|Las Vegas|NV|89108|36.2044|-115.2233|1417793|Adult guidance worker|2000-01-13|994419325906|adults_2550_male_urban.json
853-88-5577|4189684424648844|Manuel|Crosby|M|572 Colon Overpass Suite 958|Carson|CA|90745|33.823|-118.2684|83241|Computer games developer|1990-12-17|570996350701|adults_2550_male_urban.json
114-76-0842|4179789124883971|Stephanie|Murray|F|844 Cochran Turnpike Suite 367|Nebraska City|NE|68410|40.6747|-95.8619|8716|Designer, jewellery|1938-03-29|113917007014|adults_50up_female_urban.json
187-93-3566|4388568119397818|Denise|Hendricks|F|99217 Ray Land|Salem|OR|97302|44.9039|-123.0445|249657|Interpreter|1981-10-28|614815149376|adults_2550_female_urban.json
434-75-3404|4158807053261|Alejandro|Garner|M|391 John Walks|Buford|GA|30518|34.1124|-83.9965|85023|Site engineer|1976-06-20|936842534125|adults_2550_male_urban.json
486-40-2203|4513609085818102|Diane|Brown|F|3736 Rebecca Square|Hilton|NY|14468|43.2923|-77.7905|17813|Set designer|1983-07-07|225469416426|adults_2550_female_urban.json
776-52-2292|30135896933536|Rebecca|Brown|F|585 Davis Roads|Monroe|NY|10950|41.3286|-74.1885|47226|Horticulturist, amenity|1966-11-24|732078733647|adults_50up_female_urban.json
089-84-5478|6539792551164360|Tina|Austin|F|377 Stephen Walk|Salt Lake City|UT|84121|40.6226|-111.7777|594043|Designer, interior/spatial|2002-05-19|655174507431|young_adults_female_urban.json
785-84-6197|6011534281644163|Angela|Barry|F|3584 Clayton Canyon Suite 103|Inkster|MI|48141|42.294|-83.3146|25366|Surveyor, minerals|1984-05-09|2348758451|adults_2550_female_urban.json
503-28-0136|4763628144471893955|Robert|House|M|067 Green Throughway Apt. 922|Philadelphia|PA|19153|39.9055|-75.2444|1526206|Risk analyst|1945-08-09|839823220797|adults_50up_male_urban.json
629-66-7444|4513587271743068815|Richard|Todd|M|034 Brittany Trace Apt. 873|Hamlet|IN|46532|41.3931|-86.5948|1905|Sports therapist|1984-06-19|487349480706|adults_2550_male_rural.json
766-46-8389|4364770413090|Alexandria|Gentry|F|86028 Randy Keys Suite 204|Washington|DC|20002|38.9024|-76.9901|601723|Broadcast journalist|1985-03-07|930527036205|adults_2550_female_urban.json
884-30-1393|3557720441007949|Ariana|Lewis|F|3810 Klein Inlet Apt. 224|Streetman|TX|75859|31.8885|-96.2988|1923|Sport and exercise psychologist|1990-10-18|515190423953|adults_2550_female_rural.json
602-94-9143|30264963225178|Ryan|Leon|M|0432 Garcia Place|Allport|PA|16821|40.9891|-78.4224|318|Wellsite geologist|1971-12-15|38876402011|adults_50up_male_rural.json
313-49-8616|6011630702867209|Taylor|Hernandez|F|95366 Chad Lake|Toppenish|WA|98948|46.3751|-120.3305|13225|Engineer, chemical|1982-07-19|642285306665|adults_2550_female_urban.json
011-44-7617|30500173259006|Robert|Robinson|M|30722 Daniel Plains Suite 908|Folcroft|PA|19032|39.8905|-75.2821|6606|Public house manager|1964-01-22|85403704550|adults_50up_male_urban.json
400-64-2336|4045461719281704|Jordan|Torres|F|23442 Michael Course Suite 025|Groves|TX|77619|29.9448|-93.9152|16147|Education officer, community|1977-04-16|298876952198|adults_2550_female_urban.json
146-94-0279|3547726903265514|Danny|Anderson|M|79480 Joseph Key Suite 985|West Palm Beach|FL|33401|26.7165|-80.0679|459921|Clinical research associate|2005-10-19|40296521048|young_adults_male_urban.json
109-14-9421|4589126864986470|Kristi|Moody|F|37600 Collins Green Apt. 837|Gardiner|ME|04345|44.207|-69.7858|11646|Surveyor, hydrographic|1982-06-21|98682979484|adults_2550_female_urban.json
113-74-0533|30499216400695|Nancy|Gallagher|F|9235 Joshua Grove|Whitehall|MT|59759|45.8771|-112.1245|3643|Sales professional, IT|1935-03-18|298229842867|adults_50up_female_urban.json
041-65-2585|2249865462202121|Christina|Acosta|F|55033 Bruce Brook|Qulin|MO|63961|36.5818|-90.2617|1610|Sports therapist|1982-04-12|414545936205|adults_2550_female_rural.json
813-38-6608|30391900889913|Barbara|Wilson|F|91692 Dominic Park|Norfolk|CT|06058|41.9854|-73.1992|1787|Engineer, drilling|2002-06-17|502226927571|young_adults_female_rural.json
852-75-8716|3590608548186741|Jasmine|Williams|F|984 John Crest|Elizabethtown|PA|17022|40.1553|-76.6025|29602|Chief Strategy Officer|1943-04-02|917933349154|adults_50up_female_urban.json
457-11-1575|213151985458292|Victor|Parker|M|40153 Farmer Harbors|Atlanta|GA|30309|33.7984|-84.3883|900273|Passenger transport manager|1960-04-24|31830500053|adults_50up_male_urban.json
330-49-9417|3549466720108245|Stanley|Le|M|818 Samantha Shoal|Lincoln|NE|68516|40.7568|-96.6523|266032|Environmental education officer|1961-03-11|491831045661|adults_50up_male_urban.json
786-37-0019|4208581745273533|Jason|Moore|M|7004 Erik Court|Wellsville|KS|66092|38.7137|-95.0916|4084|Surveyor, minerals|1968-04-17|154405868597|adults_50up_male_urban.json
719-43-1757|213161255904610|Sophia|Brown|F|04660 Christopher Points|Owensboro|KY|42301|37.7513|-87.1554|81349|Financial manager|1962-10-08|156862391556|adults_50up_female_urban.json
089-04-1471|3532961512048509|Kathleen|Jordan|F|44604 Patricia Mill Suite 346|Max Meadows|VA|24360|36.9056|-80.9244|6169|Agricultural consultant|1972-08-05|683359666188|adults_50up_female_urban.json
341-31-0113|373472435861760|Kimberly|Martin|F|27267 William Vista Suite 656|Valley Park|MO|63088|38.5576|-90.4924|8269|Designer, ceramics/pottery|1981-12-31|145410093763|adults_2550_female_urban.json
079-80-7241|6584947712903502|Andrew|Proctor|M|489 Holder Drive|Charlton|MA|01507|42.1379|-71.9664|12981|Comptroller|1989-05-23|344607961474|adults_2550_male_urban.json
832-27-5040|576682121560|Ryan|Jacobs|M|54920 Keller Harbor Suite 111|Mount Carmel|PA|17851|40.7955|-76.4195|7841|Video editor|1977-04-01|852521190968|adults_2550_male_urban.json
560-71-1316|213173063435943|Jonathan|Shields|M|188 Willis Manor|Pensacola|FL|32514|30.5241|-87.2167|254917|Software engineer|1995-08-27|444121745201|adults_2550_male_urban.json
887-03-5691|5402125434123012|Michael|Williams|M|37218 Brown Centers Apt. 203|Kent|WA|98031|47.388|-122.1932|147876|Civil Service fast streamer|1950-11-01|492180379270|adults_50up_male_urban.json
848-76-9903|502014003474|Robin|Allen|F|197 Williams Summit Apt. 625|Phillipsburg|NJ|08865|40.7079|-75.1507|29840|Warehouse manager|1979-09-27|828833207962|adults_2550_female_urban.json
740-65-4234|2714785501137532|George|Martin|M|72887 Thomas Tunnel|Reno|NV|89509|39.498|-119.8239|276896|Psychotherapist|1976-09-24|835795242616|adults_2550_male_urban.json
733-30-7667|2316088197223993|Madeline|Cruz|F|1837 Monroe Canyon Suite 681|Arlington|TX|76013|32.7199|-97.1442|370281|Actor|1985-11-29|876955275189|adults_2550_female_urban.json
561-02-8996|377800244323620|Carla|Holloway|F|069 Arnold Vista Suite 467|New Orleans|LA|70126|29.9987|-90.0446|382333|Advertising account planner|1985-10-04|882138752516|adults_2550_female_urban.json
699-88-5842|2391395215016426|Jasmine|Smith|F|35084 Julian Forest|Trafalgar|IN|46181|39.3696|-86.1838|4832|Clinical scientist, histocompatibility and immunogenetics|2006-01-20|591073411222|young_adults_female_urban.json
592-18-4728|180081300416916|Robin|Stewart|F|21516 Cortez Track|Lake Pleasant|NY|12108|43.6676|-74.4569|416|Statistician|1951-07-23|429450179691|adults_50up_female_rural.json
298-52-4016|4348110501474|Jason|Mack|M|8961 Kennedy Plaza|Homestead|FL|33035|25.4573|-80.4572|155317|Leisure centre manager|1963-10-04|817422262939|adults_50up_male_urban.json
141-70-1252|38512395978158|Jack|Moore|M|972 Jessica Brook|Redwood City|CA|94063|37.4815|-122.2091|104429|Designer, exhibition/display|1975-10-13|864558172581|adults_2550_male_urban.json
446-98-6059|4772051710730871565|Robert|Fischer|M|370 Connor Island Suite 380|Clark|CO|80428|40.7268|-106.9215|706|Electronics engineer|2000-12-16|489148101341|young_adults_male_rural.json
842-10-4944|180072602925464|Melinda|Powell|F|2884 Shane Meadow|El Paso|TX|79936|31.7677|-106.3016|749635|Fitness centre manager|1939-02-01|9174508637|adults_50up_female_urban.json
669-49-3390|4135386762592387|Jessica|Gordon|F|060 Holmes Pike Suite 932|Valdosta|GA|31606|30.7989|-83.1891|94325|Barista|1992-02-25|368052591212|adults_2550_female_urban.json
797-31-4256|580892739617|Tyler|Murphy|M|4053 Jenkins Centers Suite 897|Dallas|TX|75249|32.636|-96.9493|1263321|Restaurant manager|2006-08-09|372419534566|young_adults_male_urban.json
261-21-7149|2710384227362733|Catherine|Mccarthy|F|271 Kathleen Village|La Mesa|CA|91941|32.7604|-117.0115|69848|Psychologist, forensic|1968-09-18|407292316883|adults_50up_female_urban.json
502-55-9941|2516204298514481|Jennifer|Tran|F|2169 Jared Walks|Cypress|TX|77433|29.8836|-95.7025|122803|Editorial assistant|1994-02-27|30868705010|adults_2550_female_urban.json
765-53-9317|213114264710684|Allison|Jones|F|31637 Pamela Spur Apt. 049|Verona|WI|53593|42.9999|-89.5522|19225|Engineer, civil (contracting)|1960-02-17|202759730568|adults_50up_female_urban.json
856-59-3008|4693172947638083909|Natalie|Avila|F|0259 Rodriguez Rapids Apt. 932|Belmont|NC|28012|35.244|-81.044|20048|Psychologist, counselling|1951-01-22|174808237006|adults_50up_female_urban.json
185-70-1426|4635049602667653|Samantha|Chavez|F|453 Baker Summit|Marietta|GA|30060|33.9382|-84.5403|302309|Theatre director|1994-10-12|23079585520|adults_2550_female_urban.json
741-01-8285|180040675602088|Alexandra|Espinoza|F|290 Jacob Club|Marion|IL|62959|37.7257|-88.9294|26948|Meteorologist|1939-05-27|909573697786|adults_50up_female_urban.json
834-31-0534|4890932253332023512|Andrew|Pacheco|M|0193 Campbell Underpass Apt. 369|Albuquerque|NM|87116|35.0561|-106.5506|641349|Retail merchandiser|1993-03-08|609082881664|adults_2550_male_urban.json
292-89-3411|3533243629620804|Gregory|Francis|M|24412 Sean Isle|Pullman|MI|49450|42.4651|-86.0799|3302|Therapist, sports|2004-01-23|345284540479|young_adults_male_urban.json
616-79-2194|502023763175|Julia|Chapman|F|10629 Davidson Port Apt. 759|New York City|NY|10027|40.8116|-73.955|1577385|Chief Technology Officer|1980-10-24|144250586304|adults_2550_female_urban.json
406-58-1246|3517536264752869|David|Garcia|M|096 Shane Trafficway|Las Vegas|NV|89149|36.2765|-115.2885|1417793|Estate manager/land agent|1958-02-25|4408567907|adults_50up_male_urban.json
